Author,date,title,name_of_journ,coverage,impact_factor,vol_no,issn_isbn,indexing,inv_paper,prof_inv_file,studs_involved,proof
Ruchira Mukherjee,2017,"Developing ICT based Environmental Management software for Indian Coal Mines using Dynamic GIS enabled Forward Cost Modeling of Land Reclamation, Control and Monitoring of Acid Mine Drainage.",Asian J. Env. Tech.,International,NA,"Vol. 1, No. 2",E-ISSN 2548-6691,NA,No,NA,0,https://drive.google.com/file/d/1XOuAS93ivK_Ukr2E8epLFeheOI8KLrFq/view?usp=sharing
Dr. Phanibhusan Ghosh,2017,Influence of anthropogenic activities on the land use patterns of the South Andaman Islands,Research Journal of Marine Sciences,National,Nil,"Vol. 5, Issue 5",ISSN 2321-1296,ISCA,No,NA,2,https://drive.google.com/file/d/1ANTfyZg_z-Q1Lhzh8B__NVoETelIk8kp/view?usp=sharing
Dr. Saswati Barman,2017,Efficient Modulation of Spin Waves in Two-Dimensional Octagonal Magnonic Crystal,ACS Nano,International,15.8,"Vol. 11, Page 8814",1533-4880 (Print)a,"SCI, Scopus and Web of Science",No,NA,0,https://drive.google.com/drive/folders/1qVty7ai2FFXhEKYnu5im9UscGEaZFTgL?usp=sharing
Dr. Saswati Barman,2017,Bias field tunable magnetic configuration and magnetization dynamics in Ni Fe nano-cross structures with varying arm length,Journal of Applied Physics,International,2.286,"Vol. 121, Issue 4, Page 43909",0021-8979 (Print) 1089-7550 (Online),"SCI, Scopus and Web of Science",No,NA,0,https://drive.google.com/drive/folders/1qVty7ai2FFXhEKYnu5im9UscGEaZFTgL?usp=sharing
Dr. Kakoli Dutta,2017,Electrochemical detection of fluoride in water using polymer encapsulated Zr-EDTA-PCV reagent,Journal of the Indian Chemical Society,National,0.142,93(12):1405-1411,194522,SCI,No,NA,0,https://drive.google.com/file/d/1jGQ6oJB3kW9Ty7IDH08ZcIbkxZOdty9U/view?usp=sharing
Prabir Kumar Das,2017,Heavily Doped Single Quantum Wells and the Effective Mass,"Advanced Science, Engineering and Medicine",International,0.987,"Vol:6, Issue:2, Page:167-218",978-981-10-3908-9,ELSEVIER,No,NA,0,https://drive.google.com/file/d/1Ys1TuHzDsrlHDb7uNMPupzfHtH0JEeg6/view?usp=sharing
Prabir Kumar Das,2017,Can Photons Affect the Entropy?,"Advanced Science, Engineering and Medicine",International,0.987,"Vol. 6(2), Page 133-166",978-981-10-3908-9,ELSEVIER,No,NA,0,https://drive.google.com/file/d/1E4lNjwqfVN1SM5zxbM4LqxNCqLE6HA5e/view?usp=sharing
Prabir Kumar Das,2017,pH dependent tunable photoluminiscence of polyaniline grafted Graphene Oxide (GO - PANI) nanocomposite,"Journal of Luminescence, ELSEVIER",International,3.599,"Vol. 181, Page 138-146",222313,WOS,No,NA,0,https://drive.google.com/file/d/1NeI7NEKOPrn-HWuthOeWU8X2t6S9O8-W/view?usp=sharing
Santanu Das,2017,Study on the effect of non-Newtonian nature of blood flowing through an elastic artery with slip condition,"Journal of Chemical, Biological and physical sciences",National,2.011,"Vol. 7, Issue 4, Page 934-942",E-ISSN: 2249-1929,WOS,No,NA,3,https://drive.google.com/file/d/1QeaKsi_L92dGzC4zRq1Vs6XnK6BZHpHI/view?usp=sharing
Santanu Das,2017,"""A Study on Bingham Plastic Characteristics of blood flow through multiple overlapped stenosed arteries""","""Saudi Journal of Engineering and Technology""",International,1.2,"Vol. 2, Page 349-357",ISSN (Print): 2415-6272 ISSN(Online) : 2415-6264,WOS,No,NA,3,https://drive.google.com/file/d/1sBAHyaG_nYcwMMHjkc6_2kTfW4McBb0w/view?usp=sharing
Dr. Soumyadipta Pal,2017,"Pairing in two dimensions and possible consequences for
 superconductivity: extension of Cooper?s approach",Journal of Physics Communications,International,1.307,"Vol.-1, Page-
 055029",2399-6528,SCI(E),No,NA,0,https://drive.google.com/file/d/1rO9vNuwqhkwvVtlpV7SdhZOVLEeuAHV2/view?usp=sharing
Arnab Basu,2017,Field-effect mobility of a two dimensional electron gas in an n-channel of Si-SiO2 MOS structure with due consideration of some practical features,Journal of Applied Physics,International,2.286,"Vol. 122, Page 105703",381098,SCI,No,NA,0,https://drive.google.com/file/d/12Iye2fpkIbTXwULZtBR53bR8xGSP8jca/view?usp=sharing
Arnab Basu,2017,A realistic analysis of the phonon growth characteristics in adegenerate semiconductor using a simplified model of Fermi-Diracdistribution,Journal of Physics and Chemistry of Solids,International,3.442,"Vol.100, Page 9-13",2249-1929,SCI,No,NA,0,https://drive.google.com/file/d/1JphvwmAqcwt5HCZfgd6I1p1JTUNP9d9X/view?usp=sharing
Arnab Basu,2017,Heating of carriers as controlled by the combined interactions with acoustic and piezoelectric phonons in degenerate III-V semiconductors at low lattice temperature,Physica B,International,1.902,"Vol. 520, Page 106-111",9214526,SCI,No,NA,0,https://drive.google.com/file/d/1KXJ66RCqijYqX5y-cHZIjCyBEBQevVSr/view?usp=sharing
Arnab Basu,2017,The effects of degeneracy of the carrier ensemble on the energy loss rate and the high field mobility characteristics under the conditions of low lattice temperatures,Physica B,International,1.902,"Vol. 506, Page 65-68",13869477,SCI,No,NA,0,https://drive.google.com/file/d/1ki8r2V5dWSdTdUdbucOpa7F0rPXgWKMd/view?usp=sharing
Arnab Basu,2017,Energy loss to intravalley acoustic modes in nano-dimensional wire structures at low temperatures,Physica E,International,3.57,"Vol. 87, Page 237-241",1386-9477,SCI,No,NA,0,https://drive.google.com/file/d/1ShcOR9YxCJkrt4OvA5tfGtiCZT-LeKIE/view?usp=sharing
Arnab Basu,2017,Piezoelectric interaction in controlling the effective electron temperature and the non-ohmic mobility characteristics in GaN and other IIIâ€“V compounds at low lattice temperature,Canadian Journal of Physics,International,1.032,"Vol. 95, Page 167-172",223697,SCI,No,NA,0,https://drive.google.com/file/d/1-EBQBin1oJhm6KDVE0tBu1WsqX4VW9cT/view?usp=sharing
Krishanu Deyasi,2017,Network similarity and statistical analysis of earthquake seismic data,Physica A: Statistical Mechanics and its Applications,International,2.924 (2019),"Vol. 481, Page 224-234",0378-4371,SCI,No,NA,0,https://www.dropbox.com/s/2gv8t6sk7qyn60f/Deyasi%20Physica%20A%202017.pdf?dl=0
Triparna Datta,2017,The Two Dimensional Magneto Thermo Power in Ultra Thin Films Under Intense Electric Field,Journal of Nanoscience and Nanotechnology,International,1.354,"Vol. 17, Issue 5, Page 3352-3364",1533-4880 (Print),SCIE,No,NA,0,https://drive.google.com/drive/folders/1FpP74SYSSTv5MFfOmZOmgjghUbr2b1TO?usp=sharing
Triparna Datta,2017,"Heisenberg's Uncertainty Principle, Intense Electric Field, Heavily Doped Optoelectronic Quantized Structures and the Electron Statistics",Journal of Nanoscience and Nanotechnology,International,1.354,"Vol. 17, Issue 1, Page 256-269",1533-4880 (Print),SCIE,No,NA,0,https://drive.google.com/drive/folders/1FpP74SYSSTv5MFfOmZOmgjghUbr2b1TO?usp=sharing
Triparna Datta,2017,Can Photons Affect the Elastic Constants in Heavily Doped Nano Wires?,Advances in Optical Science and Engineering,International,NA,Page 89-94,978-981-10-3908-9,ELSEVIER,No,NA,0,https://drive.google.com/file/d/1jmILXrH-ZaR-Vmlp-pXo8tQr-xIcfbh4/view?usp=sharing
Dr. Kamakhya Prasad Ghatak,2017,The Two Dimensional Magneto Thermo Power in Ultra Thin Films Under Intense Electric Field,Journal of Nanoscience and Nanotechnology,International,1.354,Vol:17 Issue:5 Page -3352-3364,1533-4880,SCIE,No,NA,0,https://drive.google.com/drive/folders/1FpP74SYSSTv5MFfOmZOmgjghUbr2b1TO?usp=sharing
Dr. Kamakhya Prasad Ghatak,2017,"Intense light waves, heavily doped Kane type opto electronic Nano- Structures, carrier contribution to the elastic constants and all that",Journal of Computational and Theoretical Nanoscience,International,NA,Vol:14 Issue:5 Page:2138-2229,1546-1955,SCI,No,NA,0,https://drive.google.com/drive/folders/1FpP74SYSSTv5MFfOmZOmgjghUbr2b1TO?usp=sharing
Dr. Kamakhya Prasad Ghatak,2017,Can Photons Affect the Elastic Constants in Heavily Doped Nano Wires?,Advances in Optical Science and Engineering,International,NA,Page: 89-94,978-981-10-3908-9,ELSEVIER,No,NA,0,https://drive.google.com/drive/folders/1FpP74SYSSTv5MFfOmZOmgjghUbr2b1TO?usp=sharing
Dr. Kamakhya Prasad Ghatak,2017,Can Photons Affect the Entropy?,"Advanced Science, Engineering and Medicine",International,0.987,"Vol:6, Issue:2, Page:133-166",978-981-10-3908-9,ELSEVIER,No,NA,0,https://drive.google.com/drive/folders/1FpP74SYSSTv5MFfOmZOmgjghUbr2b1TO?usp=sharing
Dr. Kamakhya Prasad Ghatak,2017,Heavily Doped Single Quantum Wells and the Effective Mass,"Advanced Science, Engineering and Medicine",International,0.987,"Vol:6, Issue:2, Page:167-218",978-981-10-3908-9,ELSEVIER,No,NA,0,https://drive.google.com/drive/folders/1FpP74SYSSTv5MFfOmZOmgjghUbr2b1TO?usp=sharing
Dr. Kamakhya Prasad Ghatak,2017,A Special Section on Physical Properties of Low Dimensional Heavily Doped Materials,Materials Focus,International,NA,"Vol:6, Issue:2",2169-429X,ESCI,No,NA,0,https://drive.google.com/drive/folders/1FpP74SYSSTv5MFfOmZOmgjghUbr2b1TO?usp=sharing
Dr. Kamakhya Prasad Ghatak,2017,"Heisenberg’s Uncertainty Principle, Intense Electric Field, Heavily Doped Optoelectronic Quantized Structures and the Electron Statistics",Journal of nanoscience and nanotechnology,International,1.354,"Vol:17, Issue:1",1533-4880,SCIE,No,NA,0,https://drive.google.com/drive/folders/1FpP74SYSSTv5MFfOmZOmgjghUbr2b1TO?usp=sharing
Dr. Kamakhya Prasad Ghatak,2017,"Entropy, Electric Field and Heavily Doped Nanowires",Journal of nanoscience and nanotechnology,International,1.354,"Vol:17, Issue:1 Page- 640-650",1533-4880,SCIE,No,NA,0,https://drive.google.com/drive/folders/1FpP74SYSSTv5MFfOmZOmgjghUbr2b1TO?usp=sharing
Dr. Anubhab Ray,2017,Farthest Point Poblem and M-compact sets,Journal of Nonlinear and Convex Analysis,International,1.029,Vol: 18; No. 3; Page No. 451-457,ISSN: 1880-5221,SCIE,No,NA,0,https://drive.google.com/file/d/15evArdFvullmkHn7R21JAhr1tPI7yCyj/view?usp=sharing
Dr. Ranabir Banik,2017,Deformed band structures at high spin in 200Tl,Phys. Rev. C,International,2.988,"Vol. 95, Page 014301","2469-9985 (print)
 2469-9993 (online)",SCI,No,NA,0,https://drive.google.com/file/d/1-CGG4quR7zHpLHGOmQkxKorYua_TeRQK/view?usp=sharing
Dr. Ranabir Banik,2017,"Prompt-delayed ?-ray spectroscopy with AGATA, EXOGAM and VAMOS++",Eur. Phys. J. A,International,2.799,"Vol. 53, Page 162",1434-601X,SCI,No,NA,0,https://drive.google.com/file/d/15_HNk5ElvoglzS4G5h74AQIvwpaRy3b2/view?usp=sharing
Biswadip Basu Mallik,2017,A Study on Bingham Plastic Characteristics of blood flow through multiple overlapped stenosed arteries,Saudi Journal of Engineering & Technology,International,1.2,"Vol. 2, Issue 9, Page 349-357",ISSN (Print): 2415-6272 ISSN(Online) : 2415-6264,WOS,No,NA,3,https://drive.google.com/drive/folders/1KlISNT7XO96EpqNGABHXAwLQpWUZovMt?usp=sharing
Biswadip Basu Mallik,2017,"Intense Light Waves, Heavily Doped Kane type Opto Electronic Nano-Structures, Carrier Contribution to the Elastic Contants and all that",Journal of Computational and Theoretical Nanoscience,International,0.488,"Vol. 14, Issue 5, Page 2138-2229",ISSN: 1546-1955 (Print) EISSN: 1546-1963 (Online),Scopus,No,NA,0,https://drive.google.com/drive/folders/1KlISNT7XO96EpqNGABHXAwLQpWUZovMt?usp=sharing
Biswadip Basu Mallik,2017,Study on the effect of non-Newtonian nature of blood flowing through an elastic artery with slip condition,"Journal of Chemical, Biological & Physical sciences(JCBPS)",National,2.011,"Vol. 7, Issue 4, Page 934-942",E-ISSN: 2249-1929,WOS,No,NA,3,https://drive.google.com/drive/folders/1KlISNT7XO96EpqNGABHXAwLQpWUZovMt?usp=sharing
Dr. Chandan Adhikari,2017,Interaction of Different Divalent Metal Ions with Lipid Bilayer: Impact on the Encapsulation of Doxorubicin by Lipid Bilayer and Lipoplex Mediated Deintercalation,J. Phys. Chem. B,International,2.8,"Vol 121,Issue 8, Page No: 1854–1865",ISSN:1520-6106,"Scopus, Web of Science",No,NA,0,https://bit.ly/3f326Nl
Dr. Chandan Adhikari,2017,Spectroscopic Study of the Interaction of Carboxyl-Modified Gold Nanoparticles with Liposomes of Different Chain Lengths and Controlled Drug Release by Layer-by-Layer Technology,J. Phys. Chem. B,International,2.8,"Vol 121,Issue 50, Page No: 11333–11343",ISSN: 1520-6107,"Scopus, Web of Science",No,NA,0,https://bit.ly/3hDCEQj
Dr. Chandan Adhikari,2017,A robust synthesis of functionalized 2H-indazoles via solid state melt reaction (SSMR) and their anti-tubercular activity,Bioorganic & Medicinal Chemistry Letters,International,2.4,"Vol: 27, Issue: 7, Page No: 1593-1597",ISSN:0960-894X,"Scopus, Web of Science, SCI",No,NA,0,https://bit.ly/3wpLOEd
Dr. Phanibhusan Ghosh,2018,"Shoreline change detection using remote sensing in the Bakkhali Coastal Region, West Bengal, India.",Indian Journal of Geo-science,National,Nil,"Vol. 71, Issue 4, Page 611-626",ISSN 22293574, SCOPUS,No,NA,1,https://drive.google.com/file/d/13fzILr4IVrCsK55kflQ4jvbnVbbJrv6o/view?usp=sharing
